id,title,thumbnail,description,title
T6681zJuGEg,Talkboctopus Seminar Series: S3 Episode 5: Abigail Z. Jacobs,https://i.ytimg.com/vi/T6681zJuGEg/sddefault.jpg,"Title: 
Systems thinking and structural explanations in responsible AI

Abstract: 
Recently the concepts of trustworthy and responsible AI have gained prominence in industry, academia, government, and civil society as an AI governance rallying cry. These umbrella terms serve as useful, albeit often vacuous, ways to conceptually organize the myriad efforts to establish common standards, rules, and guardrails for the development and use of data-driven decision-making systems. The key gap in the efforts to make algorithmic systems---and the decision making they effect---responsible is an understanding of complex systems and social structures. Furthermore, this gap is revealed when algorithmic systems lead to unintended harms, where 'AI accidents' reveal underlying social structure. Drawing on examples from ranking systems, the mortgage market, algorithmic discovery and algorithmic accidents, I will discuss several recent efforts to bridge understandings of complex social systems with this emerging field.

Bio:
Abigail Jacobs is an Assistant Professor of Information and of Complex Systems at the University of Michigan, where she is also an affiliate of the Center for Ethics, Society, and Computing (ESC) and the Michigan Institute for Data Science (MIDAS). Previously she was a postdoctoral fellow at the University of California Berkeley in the Haas School of Business and in the Algorithmic Fairness and Opacity Working Group. She received a PhD in Computer Science from the University of Colorado Boulder, during which she spent time at Microsoft Research NYC and received an NSF Graduate Research Fellowship. She received a BA in Mathematical Methods in the Social Sciences (MMSS) and Mathematics from Northwestern University.",Talkboctopus Seminar Series: S3 Episode 5: Abigail Z. Jacobs
pyvu19oF4ko,Talkboctopus Seminar Series: S3 Episode 4: Hiroki Sayama,https://i.ytimg.com/vi/pyvu19oF4ko/sddefault.jpg,"How to Make Things Evolve

Abstract:
The idea of creating artifacts that evolve by themselves has been at the heart of the Artificial Life research, dating back to the early motives of John von Neumann’s monumental work on self-reproducing automata in the 1940’s. This vein of research is unique and fundamentally different from other more widely studied evolutionary computation research, because basic processes of evolution (heredity, variation, selection) are not given a priori as built-in mechanisms but they need to emerge as a result of interactions among microscopic components. In this talk, I will provide a brief review of how this problem has been approached in ALife using various kinds of methodologies, including classic frameworks (e.g., cellular automata, evolving programs) and more modern ones (e.g., artificial chemistry, AI/ML). I aim to highlight several key ingredients in order for complex systems to show spontaneous evolutionary behaviors by themselves and, in particular, to exhibit open-ended exploration of the possibility space. Link to slides: https://www.slideshare.net/HirokiSayama/how-to-make-things-evolve

Bio: 
Hiroki Sayama is a Professor in the Department of Systems Science and Industrial Engineering, and the Director of the Center for Collective Dynamics of Complex Systems (CoCo), at Binghamton University, State University of New York, USA. He also serves as a non-tenured Professor in the School of Commerce at Waseda University, Japan, as well as an External Faculty member of the Vermont Complex Systems Center at the University of Vermont. He received his B.Sc., M.Sc. and D.Sc. in Information Science, all from the University of Tokyo, Japan. He did his postdoctoral work at the New England Complex Systems Institute in Cambridge, Massachusetts. His research interests include complex dynamical networks, human and social dynamics, collective behaviors, artificial life/chemistry, interactive systems, and complex systems education, among others. He is an expert of mathematical/computational modeling and analysis of various complex systems. He has published nearly 200 peer-reviewed journal articles and conference proceedings papers and has written or edited 14 books and conference proceedings about complex systems-related topics. His open-access textbook on complex systems modeling and analysis has been downloaded more than 67,000 times globally and has become one of the standard textbooks on this subject. He currently serves as an elected Council and Executive Committee member of the Complex Systems Society (CSS), a Board member of the Network Science Society (NetSci) and the International Society for Artificial Life (ISAL), the Chief Editor of Complexity (Wiley/Hindawi), an Associate Editor of Artificial Life (MIT Press), and as an editorial board member for several other journals.",Talkboctopus Seminar Series: S3 Episode 4: Hiroki Sayama
BrrdXKiwWsQ,Talkboctopus Seminar Series: S3 Episode 3: Albert Kao,https://i.ytimg.com/vi/BrrdXKiwWsQ/sddefault.jpg,"Title:
The wisdom of crowds in naturalistic conditions

Abstract:
The ‘wisdom of crowds’ (whereby groups of humans or animals make better decisions than individuals) has attracted a great deal of attention, inspiring many researchers to search for signals of it across many species and contexts. However, the model that this intuition is based on is highly simplistic and its assumptions are easily violated when real animals make decisions in real environments. Here, I describe a series of models that I’ve developed with collaborators that add in features of natural environments to models of collective decision-making. We find that these features tend to substantially alter, and sometimes reverse, our predictions of how the wisdom of crowds behaves in nature, and reveals several new mechanisms by which animals could potentially exploit to improve their decision accuracy when living in a group.

Bio:
Albert Kao is an Assistant Professor of Biology at the University of Massachusetts Boston. Using a range of experimental and theoretical tools, I study the mechanisms and adaptiveness of collective behavior across biological systems, including slime molds, fish schools, ant colonies, and human groups.  He is particularly interested in collective decision-making, and how features of animal groups, or the environment in which they live, affect the quality of these decisions.
Prior to joining UMass Boston, Dr. Kao was a Baird Scholar and Omidyar Fellow at the Santa Fe Institute. He spent three years at Harvard University as a James S. McDonnell postdoc fellow, and received his Ph.D. in 2015 from the Department of Ecology and Evolutionary Biology at Princeton University, under the supervision of Prof. Iain Couzin (now at the Max Planck Institute for Ornithology).",Talkboctopus Seminar Series: S3 Episode 3: Albert Kao
cXXiciTs3H8,Talkboctopus Seminar Series: S3 Episode 2: Stefani A. Crabtree,https://i.ytimg.com/vi/cXXiciTs3H8/sddefault.jpg,"Title: Archaeoecology: Using the archaeological past to understand our present and future

Abstract: Archaeology provides rich data of the past 60,000 years of
human-environment interaction, yet it remains under-utilized for
examining present ecosystems. However, modern methods can harness the
explanatory power of the past to calibrate our understanding of the
present and predict how we will face challenges in the future. In this
vein approaches from complex adaptive systems science including
agent-based modeling and network science prove particularly promising.
By simulating societies in silico agent-based models and networks have
enabled researchers to not only understand previously intractable
aspects of the past, but also to use these simulations to predict what
can make resilient societies and what lead them toward vulnerabilities
to external perturbations. My work has used agent-based modeling, social
 network analysis, and trophic network analysis (or food web modeling)
to examine robustness and vulnerabilities of societies from the American
 Southwest, to northern Mongolia, to Aboriginal Australia.In
 this talk I explore the unique ways that socio-environmental modeling
can help us understand the lifeways of societies worldwide, and also
suggest that understanding how people interacted in their uniquely
challenging environments can provide parallels to understanding
humanity’s position in ecosystems today. Only through applying a
complexity lens can we truly understand how the actions and interactions
 of people led to the large overarching structures we see today.

Bio: Dr. Stefani A. Crabtree is an Assistant Professor in
Socio-Environmental Modeling in the Department of Environment and
Society of the Quinney College of Natural Resources at Utah State
University and ASU-SFI Biosocial Complex Systems Fellow at the Santa Fe
Institute. She additionally holds external affiliation at Crow Canyon
Archaeological Center, the Center for Research and Interdisciplinarity,
and the Australian Research Council Centre of Excellence for Australian
Biodiversity and Heritage. Her research applies complex systems science
modeling methodologies (such as agent-based modeling and network
science) to problems in social science and ecology. Dr. Crabtree holds
two Ph.D.s, one from Washington State University (Anthropology, 2016)
and one from the Université de Franche-Comté (Maison des Sciences de
l’Homme et l’Environnement, 2017).",Talkboctopus Seminar Series: S3 Episode 2: Stefani A. Crabtree
li62u6AMJeA,Talkboctopus Seminar Series: S3 Episode 1: Taylan G. Topcu,https://i.ytimg.com/vi/li62u6AMJeA/sddefault.jpg,"Talk Title: Open Innovation to the Rescue? Leveraging Open for Architecting Complex Systems and Pursuing Diversity Policy Objectives of STEM Organizations


Abstract: Science, technology, engineering, and mathematics (STEM) organizations, both in the government and the industry, are facing two daunting challenges. First, the acute failures in developing complex engineered artifacts, which are often manifested in cost and schedule overruns. The second is the lack of diversity in STEM fields. Despite a large fraction of STEM organizations report to have an active diversity policy, there remains a significant underrepresentation of women, racial, and ethnic minorities, in addition to often overlooked deep-level diversity features such as knowledge. While the open innovation (OI) literature hints at its potential to alleviate both of these issues, research on leveraging OI as a sociotechnical mechanism that could serve both as an effective systems architecting tool and as a more inclusive policy instrument for innovation, have been nascent. As such, it is unclear if the crowd can contribute to complex STEM problems with high-degrees of interdependencies or if the subset of the crowd that can deliver transferrable knowledge is actually more diverse compared to the internal workforce of the STEM agencies. This talk outlines an opportunity to re-think system design processes with an awareness of who will solve and how the solvers will engage in the design process. I will demonstrate that joint consideration of problem formulation, organizational knowledge, and outside expertise could significantly improve design process outcomes; and discuss strategies for incorporating solver-awareness into the architecting process. Then, I will present evidence from a unique NASA field experiment, probing into the efficacy and the extent of crowdsourcing to serve the diversity policy goals of STEM organizations. Finally, I will discuss how mixed-methods research approaches could help to develop a novel sociotechnical theory for architecting complex systems.


Speaker Bio: Taylan Topcu is a Postdoctoral Scientist at the George Washington University in the Department of Engineering Management and Systems Engineering. His research integrates data-science, microeconomics, and systems engineering to study measurement issues in the context of complex engineered systems design. He is interested in two overarching themes: decomposition/architecture theory and management of safety-critical systems. He specializes in conducting mixed-methods research with a strong empirical grounding, often leveraging government & industry partners such as NASA, INFRABEL (the Belgian National Railroad Company) and MITRE for the research setting and refinement of my theoretical insights. Dr. Topcu received his doctoral degree at Virginia Tech in the Grado Department of Industrial and Systems Engineering (2020), where he served as a graduate assistant for the System Performance Lab supervised by Prof. Kostas Triantis. Prior to that, he earned his M.S. in Systems Engineering from the University of Alabama in Huntsville (2015), worked at ROKETSAN Missile Industries as a systems engineer on the HISAR Program, and earned a B.S. in Aerospace Engineering from the Middle East Technical University (METU, 2009).",Talkboctopus Seminar Series: S3 Episode 1: Taylan G. Topcu
TtqaRa2Bnbc,Talkboctopus Seminar Series: S2 Episode 5: Brian Christian,https://i.ytimg.com/vi/TtqaRa2Bnbc/sddefault.jpg,"Talk Title: 
The Alignment Problem: Machine Learning and Human Values

Talk Abstract
With the incredible growth of machine learning over recent years has come an increasing concern about whether ML systems' objectives truly capture their human designers' intent: the so-called ""alignment problem."" Over the last five years, these questions of both ethics and safety have moved from the margins of the field to become arguably its most central concerns. The result is something of a movement: a vibrant, multifaceted, interdisciplinary effort that is producing some of the most exciting research happening today. Brian Christian, visiting scholar at UC Berkeley and author of the acclaimed bestsellers ""The Most Human Human"" and ""Algorithms to Live By,"" will survey this landscape of recent progress and the frontier of open questions that remain.

Short Bio
Brian Christian is the author of the acclaimed bestsellers ""The Most Human Human"" and ""Algorithms to Live By,"" which have been translated into nineteen languages. His most recent book, ""The Alignment Problem,"" has just been published and has been named a Los Angeles Times Finalist for Best Science & Technology Book of the Year. Christian is a visiting scholar at the University of California, Berkeley, where he an affiliate of the Center for IT Research in the Interest of Society and the Center for Human-Compatible AI, and he lives in San Francisco.",Talkboctopus Seminar Series: S2 Episode 5: Brian Christian
bD6nyDOwuAA,Talkboctopus Seminar Series: S2 Episode 4: Carlos Gershenson,https://i.ytimg.com/vi/bD6nyDOwuAA/sddefault.jpg,"Talk Title:
Guiding the Self-Organization of Cyber-Physical Systems

Talk Abstract:
Self-organization offers a promising approach for designing adaptive systems. Given the inherent complexity of most cyber-physical systems, adaptivity is desired, as predictability is limited. Here I summarize different concepts and approaches that can facilitate self-organization in cyber-physical systems, and thus be exploited for design. Then I mention real-world examples of systems where self-organization has managed to provide solutions that outperform classical approaches, in particular related to urban mobility. Finally, I identify when a centralized, distributed, or self-organizing control is more appropriate.

Bio:
Carlos Gershenson is a tenured, full time research professor at the Universidad Nacional Autónoma de México (UNAM), where he leads the Self-organizing Systems Lab. He was a Visiting Professor at MIT and at Northeastern University (2015-2016). He was a postdoctoral fellow at the New England Complex Systems Institute (2007-2008). He holds a PhD summa cum laude from the Vrije Universiteit Brussel, Belgium (2002-2007). He holds an MSc degree in Evolutionary and Adaptive Systems, from the University of Sussex (2001-2002), and a BEng degree in Computer Engineering from the Fundación Arturo Rosenblueth, México. (1996-2001).

He is Editor-in-Chief of Complexity Digest and member of the Board of Advisors for Scientific American. He has received numerous awards, including a Google Research Award in Latin America and the Audi Urban Future Award.",Talkboctopus Seminar Series: S2 Episode 4: Carlos Gershenson
Es-7bZ3zNyE,Talkboctopus Seminar Series: S2 Episode 3: Fernanda Valdovinos,https://i.ytimg.com/vi/Es-7bZ3zNyE/sddefault.jpg,"Fernanda Valdovinos

Talkboctopus Virtual Seminar Series

April 14, 2021


Talk Title:

Informing fishery sustainability with network ecology


Talk Abstract:

The world is facing a fisheries crisis, with fish stocks and marine ecosystems collapsing due to human over-exploitation. Understanding the interconnectedness among species in harvested ecosystems and the dynamic responses of ecosystems to fishing is critical for informing managing practices to attain fisheries’ sustainability. Two of our recent publications evaluate such interconnectedness among dozens of species in harvested ecosystems using network analysis, mathematical models and computational tools. First, we investigate the combined effects of artisanal fisheries and climate change on an intertidal food web of the Central Coast of Chile. We show that climate change has a stronger effect on the food web than artisanal fisheries. Second, we incorporate economic rules governing fish extraction based on fish price and yield to evaluate how economic dynamics affect food webs and cause species extinctions. Our work exemplifies the importance of studying the effects of fisheries on the entire food web, instead of only focusing on the target species, and of introducing humans as dynamic components into food web models to answer questions of fisheries sustainability.

Bio:
Fernanda Valdovinos is a theoretical ecologist and network scientist. She recently joined (July 2020) UC Davis as Assistant Professor in the Department of Environmental Science and Policy, and before then she was Assistant Professor in the University of Michigan’s Department of Ecology and Evolutionary Biology and the Center for the Study of Complex Systems since January 2018. Her group uses network analysis and mathematical modeling to understand and quantify the structure, dynamics, and function of biological communities, including their responses to environmental change such as species extinctions, invasions, climate change, and fisheries. Valdovinos got her PhD in 2014 on Ecology and Evolutionary Biology at the University of Chile, and then conducted her postdoc studies at the University of Arizona and spent part of her postdoc time at UC Berkeley.",Talkboctopus Seminar Series: S2 Episode 3: Fernanda Valdovinos
3wSzYIqw63I,Talkboctopus Seminar Series: S2 Episode 2: Marie-Josée Fortin,https://i.ytimg.com/vi/3wSzYIqw63I/sddefault.jpg,"Marie-Josée Fortin
Talkboctopus Virtual Seminar Series

February 24, 2021


Talk Title:
Ecological Networks in Dynamics LandscapesTalk Abstract:

Network ecology is an emerging field allowing researchers to conceptualize and model complex and dynamic ecological systems. Here, I highlight the parallel developments in ecological network studies and spatial network applications and their convergence in the use of network theory. Then, I summarize how ecological, spatial, temporal, and spatio-temporal networks can be formalized into the framework of multilayer networks. Specifically, I present how the spatio-temporal network can be analysed focusing either on the dynamics on the network or of the network. Such distinctions provide the foundations for the formulation of an “ecological network dynamics hypothesis” (ENDH) stating key network topologies that constrain the dynamic of ecological systems. Such an ENDH could in turn permit assessing trade-offs in network topologies and functions that affect the persistence of ecological systems. I then propose the integration of ecological networks with spatial networks to improve our understanding of complex ecological systems. This integration combines filtering the ecological interaction network based on motifs with the delineation of patches in the spatial network using an edge detection algorithm scalable to species dispersal abilities. I conclude that network ecology with its analytical methods will improve our understanding on how ecological systems will respond in spatially dynamic landscapes.


Bio:
Marie-Josée Fortin is a University Professor in the Department of Ecology and Evolutionary Biology at the University of Toronto. She is a Fellow of the Royal Society of Canada and holds a Tier 1 Canada Research Chair in Spatial Ecology. Professor Fortin is recognized internationally as a leader in spatial ecology with expertise in network theory to address both fundamental and applied research to conserve biodiversity in fragmented landscapes. She pioneered the field of spatial analysis of ecological data and contributed to the development of numerous analytical methods and models. Her research endeavors focus on conservation biology issues. She investigates how ecological processes and environmental factors affect species persistence, species dispersal, and species range dynamics. Her research is at the interface of several disciplines (spatial ecology, conservation, forest ecology, disturbance ecology, community ecology, landscape genetics, spatial epidemiology, spatial statistics, spatially-explicit modeling, and network theory) where the most important challenging problems lie.",Talkboctopus Seminar Series: S2 Episode 2: Marie-Josée Fortin
BrNUSwlLVlw,Talkboctopus Seminar Series - S2 E1 - Timnit Gebru - Ethics in AI and Knowledge Hierarchies,https://i.ytimg.com/vi/BrNUSwlLVlw/sddefault.jpg,"Bio: Timnit Gebru, Expert Research Scientist and AI Ethicist

Timnit Gebru is an expert research scientist and AI ethicist , working to reduce the potential negative impacts of AI. Timnit earned her doctorate under the supervision of Fei-Fei Li at Stanford University in 2017 and did a postdoc at Microsoft Research NYC in the FATE team. She is also the cofounder of Black in AI, a place for sharing ideas, fostering collaborations and discussing initiatives to increase the presence of Black people in the field of Artificial Intelligence.",Talkboctopus Seminar Series - S2 E1 - Timnit Gebru - Ethics in AI and Knowledge Hierarchies
zFWrx3ty97g,Talkboctopus Seminar Series - Series 1 Episode 6 - Karissa Sanbonmatsu,https://i.ytimg.com/vi/zFWrx3ty97g/sddefault.jpg,"Karissa Sanbonmatsu: Los Alamos National Laboratory





Talk title: Science for the next pandemic: from large-scale simulations of genes to 3-D reconstructions of chromosomes




Abstract: While most cells in the body have identical 1-D genomes, cells in different tissues have remarkably different cell shapes, internal structures and functionality. Recent studies suggest that the 3-D structure of the genome differs from cell to cell, and that these differences have profound effects on the function of the underlying DNA, impacting cell structure and functionality. Interestingly, viral infections also affect the 3-D organization of the genome. While the common paradigm suggests that chromosome compaction causes gene silencing, few mechanistic studies on full chromosomes have been performed to support this. Recently, the development of high throughput sequencing technology has produced precise information regarding gene-gene interactions. The Hi-C technique cross links chromosomes with themselves, revealing DNA-DNA interactions. These samples are then fragmented and ligated to produce small loops containing the DNA-to-DNA interaction sequences. Finally, a 2-D contact map is produced. While many suspect that patterns in the 2-D contact map reflect 3-D proximity of genes, this is difficult to discern. We use constrained molecular simulations to produce 3-D reconstructions of full chromosomes highly consistent with Hi-C experimental data for the process of X chromosome silencing, shedding light on the chromosome compaction. Changes in 3-D structure, could, in principle, be used to detect more subtle signatures of viral infections. In addition to full chromosome simulations, results from the first explicit solvent MD simulations of an entire gene locus (using the LANL Trinity supercomputer) will be presented. This pilot study is the first billion-atom simulation published in the biosciences. Simulations such as these have the ability to push HPC resources much more than conventional simulations in the physical sciences.




Bio: Dr. Karissa Y. Sanbonmatsu is a structural biologist at Los Alamos National Laboratory, where she leads the Sanbonmatsu Laboratory established in 2001. Her team uses computational and experimental approaches to understand the mechanism of a diverse array of epigenetic and non-coding RNA systems, including chromatin, ribosomes, riboswitches and long non-coding RNAs.She has been a leading figure in structural studies of long non-coding RNAs in epigenetics and is currently studying the mechanism of epigenetic effects involving chromatin architecture. Her body of work led her to be elected as a Fellow of the American Physical Society in 2012. Most recently, her group set the record for the world’s largest published biomolecular simulation at one billion atoms, the first simulation of an entire gene.She described her work with epigenetics and came out as transgender in a 2014 TEDxTalk. She also delivered a TED talk at TEDWomen on The biology of gender, from DNA to the brain, in November 2018. The talk, with over 2 million views, covers epigenetics and how hormones control DNA decisions during embryo development.",Talkboctopus Seminar Series - Series 1 Episode 6 - Karissa Sanbonmatsu
C4p6Xd9PjPk,Talkboctopus Seminar Series - Series 1 Episode 5 - Guillermo García-Pérez,https://i.ytimg.com/vi/C4p6Xd9PjPk/sddefault.jpg,"Guillermo García-Pérez: Senior Researcher, University of Turku Finland 





Talk title: Emergent spatial entanglement in many-body quantum systems 





Abstract: Are the global properties of complex quantum systems simply a consequence of the properties of their individual components? Or are there features that emerge, as a result of self-organisation, uniquely characterising the complex object as a whole? The answer to these questions might unveil up-to-now unknown properties of molecular complexes, proteins, and living organisms, as well as of engineered complex quantum communication networks. 



In this talk, I will show how our holistic approach combining quantum physics and complex network theory brings to light the existence of emergent spatial structures of quantum entanglement in a paradigmatic many-particle quantum system [1]. I will also introduce an efficient algorithm for quantum network tomography, showing exponential improvement with respect to existing approaches [2], and hence allowing for the experimental observation of the new entanglement structures that we have discovered. 





Bio: Guillermo is a physicist working at the intersection between complex systems and quantum physics. He earned his BSc in Physics and his MSc in Advanced Physics at the University of Barcelona. He obtained his PhD from the same university in 2018 for his thesis on the geometric structure of complex networks. His research in complex networks has covered very disparate topics, ranging from pure mathematics to international trade. As a postdoc at University of Turku, he has worked on quantum computing and simulation, as well as on complex quantum networks.",Talkboctopus Seminar Series - Series 1 Episode 5 - Guillermo García-Pérez
nevMXFkTQvY,Talkboctopus Seminar Series - Season 1 Episode 4 - Casey Fiesler,https://i.ytimg.com/vi/nevMXFkTQvY/sddefault.jpg,"Casey Fiesler: Assistant Professor at CU Boulder with appointments in Information Science and Computer Science; affiliations with Silicon Flatirons and the ATLAS institute; specializing in data ethics, law and policy, online communities

Talk Title: Data Is People: Ethics and Education for Data Science

Talk Abstract: Big data has opened up new possibilities and transformed the ways we conduct research in nearly every discipline. However, ethical considerations and education for research has long focused on human subjects, governed in the U.S. by institutional review boards. Data science often falls through the cracks of these regulations, so it is even more imperative that we have strong ethical norms and guidelines. This starts with the reminder that though data scientists may not interact directly with people, the data collected and analyzed very often comes from people, which opens up important considerations around privacy, consent, and harm. Moreover, applications of data science research, particularly with respect to prediction, have the potential for large-scale societal impacts. In considering the broad landscape of technology ethics when it comes to uses and applications of big data, I will argue for a fundamental shift in how we teach ethics to future data scientists and researchers.

Speaker Bio: Dr. Casey Fiesler is an assistant professor and founding faculty in the Department of Information Science as well as Computer Science, by courtesy, at University of Colorado Boulder, where she researches and teaches in the areas of technology ethics, internet law and policy, and online communities. Also a public scholar, she is a frequent commentator and speaker on topics of technology ethics and policy, as well as women in STEM (including consulting with Mattel on their computing-related Barbies). Her work on research ethics for data science, ethics education in computing, and broadening participation in computing is supported by the National Science Foundation, as well as Mozilla and Omidyar Network as part of the Responsible Computer Science Challenge.",Talkboctopus Seminar Series - Season 1 Episode 4 - Casey Fiesler
O9Bzdwziziw,Talkboctopus Seminar Series - S1 E3 - Elisa Omodei,https://i.ytimg.com/vi/O9Bzdwziziw/sddefault.jpg,"Elisa Omodei, Predictive Analytics Lead, mobile Vulnerability Analysis and Monitoring at the UN World Food Programme, Vice-President Secretary, The Complex Systems Society

Talk Title:
Who, where, why: non-traditional data and predictive analytics to map socio-economic vulnerabilities

Talk Abstract:
In a rapidly changing world, severely affected by extreme weather events, epidemic outbreaks, economic shocks and conflicts, it is of fundamental importance to understand where the most vulnerable people are, how many they are, and to identify what it is that makes them more vulnerable than others to these threats. During the last decade, research has shown that data such as digital traces, phone metadata and satellite imagery carry relevant information beyond their original purpose and can be used as a proxy to measure socio-economic characteristics and detect vulnerabilities when traditional data is not available. Following an overview of these studies, the talk will deep dive into the UN World Food Programme’s original work on predicting food security. We will then conclude by discussing challenges and limitations, but also opportunities, that come with these approaches.

Speaker Bio:
Elisa Omodei is the Predictive Analytics Lead of the Hunger Monitoring Unit at the World Food Programme’s Research, Assessment and Monitoring division. She also serves as Vice-President Secretary of the Complex Systems Society. She holds a BSc and a MSc in Physics and a PhD in Applied Mathematics for the Social Sciences. After her PhD, she spent a few years in academia before joining the United Nations in 2017, first at UNICEF's Office of Innovation and now at the World Food Programme.",Talkboctopus Seminar Series - S1 E3 - Elisa Omodei
XEOynWjVP2o,Talkboctopus Seminar Series -  S1 E2  -  DJ Patil,https://i.ytimg.com/vi/XEOynWjVP2o/hqdefault.jpg,"Season 1 Episode 2 - August 31, 2020  
Speaker: DJ Patil 

DJ Patil has held a variety of roles in Academia, Industry, and Government.
He is Head of Technology for Devoted Health, a Senior Fellow at the Belfer Center at the Harvard Kennedy School, and an Advisor to Venrock Partners.

Dr. Patil was appointed by President Obama to be the first U.S. Chief Data Scientist where his efforts led to the establishment of nearly 40 Chief Data Officer roles across the Federal government. He also established new health care programs including the Precision Medicine Initiative and the Cancer Moonshot, new criminal justice reforms including the Data-Driven Justice and Police Data Initiatives that cover more than 94 million Americans, as well as leading the national data efforts. He also has been active in national security and for his efforts was awarded by Secretary Carter the Department of Defense Medal for Distinguished Public Service which the highest honor the department bestows on a civilian.

In industry, he led the product teams at RelateIQ which was acquired by Salesforce, was founding board member for Crisis Text Line which works to use new technologies to provide on demand mental and crisis support, and was a member of the venture firm Greylock Partners. He has also was Chief Scientist, Chief Security Officer and Head of Analytics and Data Product Teams at the LinkedIn Corporation where he co-coined the term Data Scientist. He has also held a number of roles at Skype, PayPal, and eBay.

As a member of the faculty at the University of Maryland, his research focused on nonlinear dynamics and chaos theory and he helped start a major research initiative on numerical weather prediction. As an AAAS Science & Technology Policy Fellow for the Department of Defense, Dr. Patil directed new efforts to leverage social network analysis and the melding of computational and social sciences to anticipate emerging threats to the US. He has also co-chaired a major review of US efforts to prevent bioweapons proliferation in Central Asia and co-founded the Iraqi Virtual Science Library (IVSL). In 2104 he was selected by the World Economic Forum as a Young Global Leader and is also a Member of the Council of Foreign Relations.

More details can be found on his LinkedIn profile: http://www.linkedin.com/in/dpatil and can be followed on twitter @dpatil",Talkboctopus Seminar Series -  S1 E2  -  DJ Patil
eOkuGc8S_R8,"“Maps: Lost Between Objectivity and Propaganda” -- Nicholas Danforth, June 17, 2020",https://i.ytimg.com/vi_webp/eOkuGc8S_R8/maxresdefault.webp,"Abstract: Mapmakers, like historians, face a tension in their work between the ideal of objectivity and the recognition that their work will inevitably be political. Even when factually accurate, maps, like history, are shaped by their perspective, as well as countless decisions about what to include and what to leave out. This means that all maps will be biased. But it also means that simply pointing out this bias is only the first step toward trying to understand how and why they were created. In this talk, I draw on my experience with history, and the politics which surround the writing of it, to look at how maps can be used to understand the worldviews of the people who created them.

Speaker: Nicholas Danforth most recently worked as a fellow with the Bipartisan Policy Center (BPC) national security program. Prior to joining BPC in January 2016, he worked on Middle East policy issues for Concepts and Strategies and the International Center for Religion and Diplomacy. Danforth received his M.A. from the School of Oriental and African Studies and his B.A. from Yale. He completed his Ph.D. in history at Georgetown University in 2015 and has written widely about Turkey, U.S. foreign policy, and the Middle East for publications including The Atlantic, The Washington Post, Foreign Policy, Al Jazeera, and Foreign Affairs.

http://www.midafternoonmap.com/

https://twitter.com/NicholasDanfort","“Maps: Lost Between Objectivity and Propaganda” -- Nicholas Danforth, June 17, 2020"
Ci2PvErQGyk,Talkboctopus Seminar Series -  S1 E1  -  Josh Weitz,https://i.ytimg.com/vi/Ci2PvErQGyk/maxresdefault.jpg,"Season 1 Episode 1 - June 10, 2020  
Speaker: Joshua Weitz
Talk Title: Modeling Shield Immunity — From Concept to Implementation

Abstract: Developing intervention strategies that can reduce transmission and alleviate the impacts of social distancing is an essential goal of long-term public health responses to the ongoing COVID-19 pandemic. In this talk I will describe our efforts to develop models of ‘shield immunity’, i.e., leveraging serological testing and the increased interaction rates of recovered individuals to reduce new chains of transmission and foster safer economic re-engagement. I will then discuss initial steps to translate these principles into actions, including connecting serological test analytics and developing feasibility models for implementation in pilot settings.

Affiliation: School of Biological Sciences, Georgia Institute of Technology; School of Physics, Georgia Institute of Technology
Program in Quantitative Biosciences, Georgia Institute of Technology; Associate Editor, Journal of Theoretical Biology
Senior Editor, ISME J",Talkboctopus Seminar Series -  S1 E1  -  Josh Weitz
